"company_name","cat_id","cat_name","entity","records","state","org_id","date","source","type"
"City of Thomasville",35,"Other Government","GOV",269,"North Carolina",200002917,2018-02-09,"Security Breach Letter","DISC"
"Driscoll's, Inc.",17,"Payer (Insurer)","BSF",1530,"California",200002914,2018-02-09,"Security Breach Letter","HACK"
"Intuit Inc.",17,"Payer (Insurer)","BSF",31,"California",200002916,2018-02-09,"Security Breach Letter","HACK"
"Riverside Unified School District",52,"Education","EDU",1,"California",200002832,2018-02-08,"Security Breach Letter","DISC"
"Corporate Employment Resources, Inc.",15,"Employer","BSR",4086,"Michigan",200002920,2018-02-08,"Security Breach Letter","DISC"
"TrueNet Communications",15,"Employer","BSR",161,"Florida",200002921,2018-02-08,"Security Breach Letter","HACK"
"Daintree Advisors LLC",6,"Life Insurance Company","BSF",74,"Massachusetts",200002922,2018-02-08,"Security Breach Letter","HACK"
"Fontainebleau Miami Beach",17,"Payer (Insurer)","BSR",158,"Florida",200002919,2018-02-08,"Security Breach Letter","INSD"
"Moore Business Solutions",18,"Physician, Hospital","BSF",600,"North Carolina",200002923,2018-02-08,"Security Breach Letter","HACK"
"XOS Technologies d/b/a XOS Digital, Inc.",17,"Payer (Insurer)","BSR",10,"Massachusetts",200002924,2018-02-07,"Security Breach Letter","HACK"
"Nevro",18,"Physician, Hospital","MED",500,"California",200002829,2018-02-07,"Security Breach Letter","HACK"
"City of Detroit",28,"Discharge Data","MED",544,"Michigan",200002820,2018-02-05,"US Department of Health and Human Services","PHYS"
"Partners HealthCare System, Inc.",28,"Discharge Data","MED",2450,"Massachusetts",200002862,2018-02-05,"US Department of Health and Human Services","HACK"
"CarePlus Health Plan [case #HU1800066]",28,"Discharge Data","MED",11248,"Kentucky",200002863,2018-02-05,"US Department of Health and Human Services","DISC"
"1st Mariner Bank",15,"Employer","BSF",1500,"Maryland",200002991,2018-02-05,"Security Breach Letter","HACK"
"Charles Komar & Sons, Inc.",22,"Law Firms","BSO",99,"New Jersey",200002994,2018-02-05,"Security Breach Letter","UNKN"
"Eastern Maine Medical Center",28,"Discharge Data","MED",660,"Maine",200002821,2018-02-02,"US Department of Health and Human Services","PHYS"
"Ron's Pharmacy Services ",28,"Discharge Data","MED",6781,"California",200002864,2018-02-02,"US Department of Health and Human Services","HACK"
"Triple-S Advantage, Inc. ",28,"Discharge Data","MED",36305,"",200002865,2018-02-02,"US Department of Health and Human Services","DISC"
"Advanced-Online",17,"Payer (Insurer)","BSR",500,"California",200002828,2018-02-02,"","HACK"
"The Sacramento Bee",17,"Payer (Insurer)","BSR",19501300,"California",200002830,2018-02-02,"Media","DISC"
"Doral Corporation",17,"Payer (Insurer)","BSF",335,"Wisconsin",200002992,2018-02-02,"Security Breach Letter","HACK"
"Make-up Designory",17,"Payer (Insurer)","EDU",670,"California",200002995,2018-02-02,"Security Breach Letter","DISC"
"Advanced Graphic Products, Inc. /dba/ ""Advanced-Online""",17,"Payer (Insurer)","BSO",22182,"Texas",200002996,2018-02-02,"Security Breach Letter","HACK"
"Ron's Pharmacy Services",29,"Researcher","MED",500,"California",200002827,2018-02-02,"","HACK"
"Steven Yang, D.D.S., Inc.",46,"Dental and Vision","MED",1,"California",200002818,2018-02-01,"Security Breach Letter","PHYS"
"Coastal Cape Fear Eye Associates, P.A.",46,"Dental and Vision","MED",925,"North Carolina",200002866,2018-02-01,"US Department of Health and Human Services","HACK"
"Forrest General Hospital",28,"Discharge Data","MED",1670,"Mississippi",200002822,2018-02-01,"US Department of Health and Human Services","HACK"
"Ventiv Technology, Inc.",17,"Payer (Insurer)","BSO",239,"Georgia",200002988,2018-02-01,"Security Breach Letter","HACK"
"Remote DBA Experts, LLC",17,"Payer (Insurer)","NGO",281,"Pennsylvania",200002993,2018-02-01,"Security Breach Letter","DISC"
"Department of Homeland Security ",23,"Public Health","GOV",246167,"District Of Columbia",200002806,2018-02-01,"Government Agency","HACK"
"QuadMed",28,"Discharge Data","MED",4549,"Wisconsin",200002867,2018-01-29,"US Department of Health and Human Services","DISC"
"Nevro",18,"Physician, Hospital","MED",1,"Ohio",200002816,2018-01-29,"Security Breach Letter","PHYS"
"Steven Yang, D.D.S., INC.",28,"Discharge Data","MED",3202,"California",200002823,2018-01-26,"US Department of Health and Human Services","PHYS"
"Decatur County General Hospital",28,"Discharge Data","MED",24000,"Tennessee",200002824,2018-01-26,"US Department of Health and Human Services","HACK"
"Goldleaf Partners Services, Inc.",15,"Employer","BSF",6020,"Minnesota",200002855,2018-01-26,"Security Breach Letter","HACK"
"Jeffrey Born, CPA, Inc.",6,"Life Insurance Company","BSF",250,"Oregon",200002817,2018-01-26,"Security Breach Letter","PHYS"
"Member First Mortgage, LLC",17,"Payer (Insurer)","BSF",36840,"Michigan",200002856,2018-01-26,"Security Breach Letter","HACK"
"Pentair Aquatic Eco Systems, Inc.",18,"Physician, Hospital","BSO",239,"Florida",200002858,2018-01-26,"Security Breach Letter","HACK"
"Scoppechio",18,"Physician, Hospital","BSO",204,"Kentucky",200002989,2018-01-26,"Security Breach Letter","HACK"
"Rocky Mountain Women's Health Center, Inc.",28,"Discharge Data","MED",1166,"Utah",200002796,2018-01-25,"US Department of Health and Human Services","PHYS"
"Zachary E. Adkins, DDS",28,"Discharge Data","MED",3677,"New Mexico",200002868,2018-01-25,"US Department of Health and Human Services","PHYS"
"The National Registry of Emergency Medical Technicians",54,"Registries","MED",843,"Ohio",200002854,2018-01-25,"Security Breach Letter","HACK"
"Gourmesso",15,"Employer","BSR",1,"Maine",200002807,2018-01-24,"Government Agency","CARD"
"Gourmesso",15,"Employer","BSR",1,"Maine",200002819,2018-01-24,"","UNKN"
"Union Hospital",18,"Physician, Hospital","MED",1,"Indiana",200002857,2018-01-23,"Security Breach Letter","DISC"
"Carite Inc.",18,"Physician, Hospital","BSO",346,"Michigan",200002859,2018-01-23,"Security Breach Letter","HACK"
"Revolution Partners, LLC",18,"Physician, Hospital","BSF",228,"Tennessee",200002925,2018-01-23,"Security Breach Letter","HACK"
"RGH Enterprises, Inc.",28,"Discharge Data","MED",4586,"Ohio",200002798,2018-01-22,"US Department of Health and Human Services","DISC"
"Robert Smith DMD, PC",28,"Discharge Data","MED",1500,"Tennessee",200002825,2018-01-22,"US Department of Health and Human Services","HACK"
"Questar Assesment ",52,"Education","EDU",663,"Mississippi",200002793,2018-01-22,"Media","HACK"
"The Coca-Cola Company",15,"Employer","BSR",2181,"Georgia",200002850,2018-01-22,"Security Breach Letter","HACK"
"National Stores, Inc.",15,"Employer","BSR",1,"California",200002926,2018-01-22,"Security Breach Letter","HACK"
"Netcracker Technology Corporation",15,"Employer","BSR",9,"Massachusetts",200002929,2018-01-22,"Security Breach Letter","HACK"
"Housing Authority of the City of Charlotte",35,"Other Government","GOV",341,"North Carolina",200002928,2018-01-22,"Security Breach Letter","HACK"
"Tx: Team Rehab, Inc.",18,"Physician, Hospital","MED",56,"Indiana",200002846,2018-01-22,"Security Breach Letter","HACK"
"EASTCONN",29,"Researcher","EDU",194,"Connecticut",200002927,2018-01-22,"Security Breach Letter","INSD"
"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.",28,"Discharge Data","MED",5228,"Maryland",200002799,2018-01-19,"US Department of Health and Human Services","HACK"
"Questar Assessment ",52,"Education","EDU",52,"Minnesota",200002794,2018-01-19,"Media","HACK"
"Rosewood Hotel Group",15,"Employer","BSR",8,"Maine",200002808,2018-01-19,"Government Agency","UNKN"
"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.(Rockville, MD)",15,"Employer","BSR",12,"Maryland",200002809,2018-01-19,"Government Agency","UNKN"
"Securadyne Systems LLC",15,"Employer","BSR",112,"Texas",200002930,2018-01-19,"Security Breach Letter","HACK"
"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.",6,"Life Insurance Company","NGO",9769,"Maryland",200002847,2018-01-19,"Security Breach Letter","HACK"
"OnePlus",17,"Payer (Insurer)","BSR",40000,"Guangdong",200002795,2018-01-19,"Media","HACK"
"Idaho Transportation Department",23,"Public Health","GOV",8,"Idaho",200002833,2018-01-19,"Security Breach Letter","HACK"
"The Pediatric Endocrinology and Diabetes Specialists",28,"Discharge Data","MED",1021,"Nevada",200002800,2018-01-18,"US Department of Health and Human Services","HACK"
"Gillette Medical Imaging",28,"Discharge Data","MED",4476,"Wyoming",200002869,2018-01-18,"US Department of Health and Human Services","DISC"
"Employer Leasing Company",17,"Payer (Insurer)","BSO",912,"California",200002811,2018-01-18,"Government Agency","UNKN"
"University of Idaho",29,"Researcher","EDU",257,"Idaho",200002831,2018-01-18,"Security Breach Letter","HACK"
"Ameriprise Financial, Inc.",49,"Debt Collection","BSF",56,"Minnesota",200002845,2018-01-17,"Security Breach Letter","DISC"
"Valley of the Sun YMCA",52,"Education","NGO",2649,"Arizona",200002852,2018-01-17,"Security Breach Letter","HACK"
"Franciscan Health Indianapolis",57,"Social Support","MED",2,"Indiana",200002848,2018-01-17,"Security Breach Letter","DISC"
"High Plains Surgical Associates",28,"Discharge Data","MED",607,"Wyoming",200002787,2018-01-15,"US Department of Health and Human Services","DISC"
"Jason's Deli - Deli Management, Inc. ",15,"Employer","BSR",2e+06,"",200002785,2018-01-15,"Government Agency","CARD"
"PharMerica Corporation",5,"Clearing House","MED",135,"Maine",200002810,2018-01-12,"Government Agency","UNKN"
"Western Washington Medical Group Inc.",28,"Discharge Data","MED",842,"Washington",200002801,2018-01-12,"US Department of Health and Human Services","PHYS"
"Onco360 and CareMed Specialty Pharmacy ",28,"Discharge Data","MED",53173,"Kentucky",200002803,2018-01-12,"US Department of Health and Human Services","HACK"
"Monticello Central School District",52,"Education","EDU",2598,"New York",200002812,2018-01-12,"Security Breach Letter","UNKN"
"Guaranteed Rate, Inc.",6,"Life Insurance Company","BSF",187788,"Illinois",200002841,2018-01-12,"Security Breach Letter","HACK"
"Hallmark Home Mortgage",6,"Life Insurance Company","BSF",2816,"Ohio",200002843,2018-01-12,"Security Breach Letter","INSD"
"Onco360 and CareMed Speciality Pharmacy",18,"Physician, Hospital","MED",53173,"Kentucky",200002842,2018-01-12,"Security Breach Letter","HACK"
"Deconess Hospital",18,"Physician, Hospital","MED",4,"Indiana",200002853,2018-01-12,"Security Breach Letter","INSD"
"Pedes Orange County, Inc.",23,"Public Health","MED",917,"California",200002802,2018-01-12,"US Department of Health and Human Services","DISC"
"Multnomah Athletic Club",15,"Employer","BSR",250,"Oregon",200002784,2018-01-11,"","PHYS"
"Fidelity Investments",17,"Payer (Insurer)","BSF",348,"Massachusetts",200002838,2018-01-11,"Security Breach Letter","DISC"
"Broward College",15,"Employer","EDU",44000,"Florida",200002839,2018-01-10,"Security Breach Letter","HACK"
"Alton Lane ",17,"Payer (Insurer)","BSR",1208,"New Hampshire",200002792,2018-01-10,"Government Agency","HACK"
"Alton Lane",17,"Payer (Insurer)","BSR",5,"New Hampshire",200002826,2018-01-10,"Security Breach Letter","HACK"
"PetSmart, Inc.",17,"Payer (Insurer)","BSR",1434,"Arizona",200002874,2018-01-10,"Security Breach Letter","HACK"
"St. Vincent Warrick",18,"Physician, Hospital","MED",1,"Indiana",200002840,2018-01-10,"","DISC"
"Alicia Ann Oswald",28,"Discharge Data","MED",800,"California",200002804,2018-01-09,"US Department of Health and Human Services","DISC"
"talentReef, Inc.",15,"Employer","BSO",11603,"Colorado",200002837,2018-01-09,"Security Breach Letter","HACK"
"Charles River Medical Associates, pc",28,"Discharge Data","MED",9387,"Massachusetts",200002788,2018-01-08,"US Department of Health and Human Services","PHYS"
"CyrusOne, Inc.",17,"Payer (Insurer)","BSR",402,"Texas",200002834,2018-01-08,"Security Breach Letter","DISC"
"Cetera Advisors, LLC",17,"Payer (Insurer)","BSF",1280,"Colorado",200002835,2018-01-08,"Security Breach Letter","HACK"
"Penn Medicine",18,"Physician, Hospital","MED",1000,"Pennsylvania",200002776,2018-01-08,"Media","PORT"
"Palomar Health (Palomar Medical Center (Escondido)",29,"Researcher","MED",1309,"California",200002805,2018-01-08,"US Department of Health and Human Services","DISC"
"Agency for Health Care Administration",28,"Discharge Data","MED",30000,"Florida",200002789,2018-01-05,"US Department of Health and Human Services","HACK"
"Northeast Arc",15,"Employer","BSO",1837,"Massachusetts",200002813,2018-01-05,"Security Breach Letter","UNKN"
"RBC Royal Bank",15,"Employer","BSF",66000,"Ontario",200002860,2018-01-05,"Security Breach Letter","HACK"
"Flagship",17,"Payer (Insurer)","BSF",NA,"California",200002777,2018-01-05,"California Attorney General","PHYS"
"BeautyBlender",17,"Payer (Insurer)","BSR",3982,"Pennsylvania",200002778,2018-01-05,"California Attorney General","HACK"
"LiveGlam, Inc.",17,"Payer (Insurer)","BSR",NA,"California",200002779,2018-01-05,"California Attorney General","HACK"
"Rea.deeming Beauty, Inc. /d/b/a/ beautyblender",17,"Payer (Insurer)","BSO",18133,"Pennsylvania",200002836,2018-01-05,"Security Breach Letter","HACK"
"Oklahoma State University Center for Health Sciences",29,"Researcher","MED",279865,"Oklahoma",200002790,2018-01-05,"US Department of Health and Human Services","HACK"
"WEI Mortgage",18,"Physician, Hospital","BSF",263,"",200002786,2018-01-03,"Government Agency","HACK"
"Penn Medicine",28,"Discharge Data","MED",1050,"Pennsylvania",200002791,2018-01-02,"US Department of Health and Human Services","PHYS"
"Multnomah Athletic Club",17,"Payer (Insurer)","BSO",661,"Washington",200002861,2018-01-02,"Security Breach Letter","HACK"
"Tio Networks",15,"Employer","BSO",336,"Michigan",200002815,2018-01-01,"Government Agency","UNKN"
"Mid-Atlantic Carpenters' Training Center",22,"Law Firms","BSO",9,"Maryland",200002814,2017-12-29,"Government Agency","UNKN"
"SSM Health",28,"Discharge Data","MED",29579,"Missouri",200002766,2017-12-28,"US Department of Health and Human Services","DISC"
"NextGen Global Resources",15,"Employer","BSO",NA,"Illinois",200002782,2017-12-28,"","HACK"
"Forever21",17,"Payer (Insurer)","BSR",NA,"California",200002780,2017-12-28,"California Attorney General","HACK"
"SAY San Diego",23,"Public Health","NGO",NA,"California",200002783,2017-12-28,"California Attorney General","DISC"
"Longs Peak Family Practice, P.C.",28,"Discharge Data","MED",16238,"Colorado",200002767,2017-12-27,"US Department of Health and Human Services","HACK"
"Ancestry's RootsWeb.com",17,"Payer (Insurer)","BSR",3e+05,"Utah",200002775,2017-12-23,"Media","DISC"
"Kaiser Foundation Health Plan, Inc.",28,"Discharge Data","MED",638,"California",200002768,2017-12-22,"US Department of Health and Human Services","DISC"
"Absolute Dental Hygiene, LLC",46,"Dental and Vision","MED",871,"Oregon",200002769,2017-12-20,"US Department of Health and Human Services","HACK"
"Dignity Health Medical Foundation",28,"Discharge Data","MED",2189,"California",200002770,2017-12-19,"US Department of Health and Human Services","DISC"
"Sheldon M. Golden O.D., Optometric Corporation",28,"Discharge Data","MED",7583,"California",200002771,2017-12-19,"US Department of Health and Human Services","HACK"
"Kaiser Foundation Health Plan, Inc.",17,"Payer (Insurer)","MED",NA,"",200002781,2017-12-18,"California Attorney General","DISC"
"Kaiser Foundation Health Plan, Inc.",28,"Discharge Data","MED",4389,"California",200002772,2017-12-14,"US Department of Health and Human Services","HACK"
